Unnamed: 0,logpred
18667247,4.6986084
10672015,5.164382
12008897,4.6680546
10230060,5.0276175
12630408,4.8671694
14186084,4.5872617
16160310,3.5139637
3454343,4.499335
6135485,5.3908706
12544280,4.6362233
13276066,5.376399
2503128,4.547947
3717427,4.9224896
16441864,4.110912
10058134,4.571581
13346431,4.0942087
15740950,5.907142
13080618,4.822903
17865806,4.21065
19777573,5.158206
11064084,5.0715723
8850423,5.172519
7472068,4.6998634
10779412,5.671605
331450,5.083115
9347680,4.6648145
12955368,4.656734
12231352,4.489703
16004577,4.679078
7311059,3.8827941
4663928,4.6531096
376559,5.002778
13591611,5.1736183
1656621,4.6976395
18314314,5.0453773
9791362,5.3992643
61153,3.8537307
3868503,5.4058633
19192001,5.5572605
15990034,4.927533
18637173,4.655825
18331809,5.1870427
18296371,4.684305
14038936,4.1780386
16870359,4.5807605
271130,5.158802
14169399,4.313039
9734844,4.199813
12875096,5.34842
12803399,4.262517
15871074,4.889236
3953322,4.363702
12230297,4.629802
13860706,4.754521
5360210,6.789074
12973167,4.9707284
15057743,4.2522984
17750227,6.294448
3544343,4.723932
11434047,4.196068
8649889,4.562923
1907186,4.132042
10156269,4.8213573
248865,5.6416545
7274441,5.504838
16122843,5.6713986
16002608,4.2542934
5364134,5.0079126
2979052,4.716769
14066228,4.5454698
20581837,4.582378
20395728,4.404704
12569486,4.2605658
7518816,5.126349
4137789,4.5512037
9633282,4.4897895
56859,6.022561
16098984,6.517935
6259989,5.665698
7939407,3.879911
7517579,4.1277013
18730787,6.0002112
13615838,4.404762
6504030,4.384745
2176963,4.6406355
6107258,4.7908497
3318417,4.1997766
6222260,6.265733
17479706,5.0067387
19334291,4.2538033
4296362,4.55445
8627179,4.6864686
12454870,5.492418
16042019,5.6306515
14189240,3.7805681
2488022,5.937851
18369887,4.4866004
17774890,4.33017
16082400,4.0670047
7020322,5.555025
14774411,5.24423
3852970,5.0099196
15870268,4.1029034
6043296,5.3348775
14221607,4.088628
17073983,5.0929766
17991551,4.490057
15343720,3.8966002
2598841,4.390628
10783121,4.8966
5496554,4.239944
13379739,5.21653
1944155,5.1347575
13564007,4.497117
20817835,4.1907887
9473440,4.1171217
16359470,4.755655
11150475,6.205829
13094264,4.443792
1822183,6.310248
12518189,4.4979377
12455369,4.854671
15468914,4.9104743
12905131,5.102329
181972,5.0004525
20146269,4.627206
17846157,3.573107
12270642,5.4499497
13514141,5.1773505
16618112,4.5938163
7382491,5.0602894
14696763,4.534337
1090297,5.4551215
9473816,5.742602
17515103,4.776863
15370440,4.398477
10524082,4.738335
7182122,4.0484147
2070705,5.125313
18763188,4.995752
12433198,4.4174714
20353100,5.161582
13897860,4.8773146
13209493,4.806976
16837677,5.0027275
6725556,4.6548295
10090585,4.3773403
14983123,5.818227
1940006,4.8343906
7886331,5.1021338
20310503,5.087246
18294493,4.760586
720811,4.354275
818189,3.9100053
16914048,4.9600534
755528,5.4789553
11656396,5.24426
7112125,4.3197074
2975776,4.7004957
386846,3.6193118
17217670,5.9554358
4191637,6.3605237
14217775,5.000091
18760486,5.4340196
6732313,4.599227
16382270,4.7997956
11582472,4.438246
17893451,5.205065
8254893,5.174201
19832188,5.3968964
634133,5.5716314
640589,4.354763
16899141,3.9067945
20383768,4.6483526
16439512,4.863143
17811587,4.562389
2343987,5.177345
5624807,5.1912136
971449,4.415435
16807426,4.1004605
6599870,4.473696
17616603,4.2655478
6462549,4.840371
20218811,4.003069
5195346,4.602528
1989842,5.0924845
3311544,5.126681
18190744,3.5594223
20480443,6.4581447
15028308,5.0092425
2238488,5.029041
15019476,4.5800486
1499630,4.493589
8733790,4.7873263
8392488,5.8860617
7526377,4.569769
12089766,4.6840725
10491137,5.917213
12736586,4.224963
6844537,5.2537484
7896248,4.57371
8381472,4.803131
7280929,4.1779804
13250303,4.9335375
18752630,4.036899
9490137,4.3698153
13360706,4.0304117
19522525,3.6388776
21053769,4.218777
1352111,5.0071855
6361628,4.1865234
13388649,4.1481543
7086215,4.412607
6696127,5.307963
14050933,4.6665797
9611367,4.096637
19170980,4.700897
19780958,3.7927537
15649332,6.1446238
2330139,4.2507358
18324815,5.054289
19812298,4.567874
6573831,4.5661173
7790855,4.8778615
9697230,4.1288385
2671736,4.579978
13748851,5.1651044
15872614,4.117846
8777405,4.1091795
10502172,4.007833
12042,6.035935
15793708,4.970237
14336061,4.1817265
15343420,4.7258706
8446914,3.950345
5995416,3.936145
458046,4.3913627
14190524,3.4052043
15603347,5.1673117
19734162,6.1679587
14717119,5.077351
14223920,5.1693525
6487660,6.407099
982276,4.7366405
2365726,5.4072742
17747697,5.122282
16417593,4.36716
3749971,4.581085
11585687,4.8481984
11817975,6.0988355
21154164,4.1378603
16515340,4.0202727
18942735,4.998881
8326500,4.5380735
16050862,5.9132795
14969237,4.256719
7727070,4.7295966
13902602,5.1389737
41399,3.9251454
6045552,5.4051986
18022456,5.273068
4288361,5.132737
3771687,5.0810857
3032355,3.8432696
17764327,3.9633334
19270209,5.071543
15087740,4.0932693
17681551,4.6899824
13504225,4.239551
3635723,5.835106
4529762,5.1869655
1364192,5.1458535
13978543,5.0187
3812865,4.213686
20409370,6.1265454
10051649,5.600535
11528550,4.783464
14323505,4.9115033
10001022,5.3565593
16256170,4.6007094
18502823,4.8964233
44229,4.11668
17071836,4.9312325
3630011,5.5653777
1551044,6.248514
13387556,4.077784
4041351,4.6034966
1499843,5.241378
16260159,4.1324773
13815237,5.203542
15940241,4.823422
20720916,4.9993243
900456,4.3986974
12749596,4.628639
14815230,5.538506
12384924,5.579823
17929451,4.71174
1841356,4.0745325
1297644,6.4386654
10035023,5.0838757
183859,5.944668
15913550,4.936973
17422735,4.117824
20076523,4.388786
8171013,3.83938
15342385,5.0974545
18568023,4.117539
3884105,5.213894
3081560,5.097399
20671819,5.405656
12672097,5.1392803
13450500,4.74565
15734872,5.063931
15006609,5.3597937
2876014,4.3301973
16638682,4.8513107
10194572,5.2969913
6862594,4.7545295
3231803,4.248792
20224058,4.009478
12326470,5.381652
5651414,5.452578
5805319,4.71804
18375219,6.0067234
18239401,5.068162
19883215,5.8364973
6677646,4.7112885
7345170,4.1845703
19103830,5.063186
19891590,4.7565174
19466277,4.4918485
15857972,4.215103
11819334,5.285644
13632841,4.4798675
13548848,4.200854
15498564,5.2358904
16740536,5.471851
12418668,4.4817624
18324607,4.21432
3517289,4.389217
15832351,4.5168533
13032846,4.2008286
14805637,4.9450946
19224852,4.919489
12494576,4.2271214
17927389,4.7605996
1693524,4.2793627
16413243,4.5554733
15008493,5.584263
17767757,4.0436177
12113989,4.909145
6898039,4.4852095
207250,5.180066
14168664,4.964882
9788738,4.8345933
6642680,5.327109
7911161,5.6743937
4447990,3.4017699
763569,4.5783467
11047622,5.3486476
7651189,4.8604617
16765291,5.1153483
14486682,4.6734066
8794908,4.374835
2551952,4.201971
573701,4.16851
20067870,4.577899
12274644,4.3528194
8072314,4.193008
18622462,5.2244053
1371310,4.198324
6938818,5.3027
16442460,5.032778
2250130,4.591489
16478955,3.7895327
6716199,4.9770765
15392180,5.3037305
20567217,4.328337
1851767,5.425368
10920624,4.899846
10455934,3.8395104
13028002,6.428788
9981578,5.299985
11039706,4.7909408
1347204,4.460118
7203642,5.335543
8862058,5.7640367
3153603,5.218319
16352847,5.1326585
193393,4.5861435
18018755,4.5631886
20788168,4.5207815
15819031,3.7897737
18527258,4.3078113
13466505,4.06787
15452543,5.1571345
7973885,4.4977984
9199346,4.7866473
17175597,3.7908473
20568215,4.765398
18022807,5.95948
5395031,4.3872404
3167626,4.014624
11730504,4.702039
10770836,5.0973845
5946583,5.064923
6166826,4.39465
8953744,4.215878
7054267,6.091954
19438842,4.986767
2432788,5.91881
12340135,4.5462193
4729927,5.0179753
11734816,5.1549397
5709013,4.179551
16646297,4.6859584
9119015,4.020758
7247763,4.890658
19602101,4.727282
8914789,4.1913996
7281613,4.1185737
7961104,6.018978
1365028,4.9659114
6793945,4.294837
3318240,4.6586905
5269442,4.173801
1446428,5.3854
9629425,4.2443495
19767282,5.0510263
7591467,4.3049154
4967549,4.966693
10270377,4.578444
4701058,5.3171887
18111901,5.6437764
9280917,5.0769577
16963514,4.4898157
6119700,4.448257
18007668,4.7373486
17238535,4.812785
8760046,5.6164083
9461238,4.3719153
7749568,5.2154465
7010001,3.99319
3278758,4.1297383
9524928,4.2702217
17824338,5.4561286
7495711,4.589833
20619757,4.758917
15181459,5.1640673
17112975,3.9884322
14422390,4.330288
9138319,4.172259
11337445,4.9057293
6504159,4.4691024
17483642,4.325897
19905170,4.750184
11774112,4.9999638
4495026,5.464416
17173015,4.781369
5735341,4.9092355
15216224,4.5509005
16249009,4.4884686
4951402,4.747158
11888603,5.0898004
4623011,5.2602706
14344427,4.34075
14887262,3.8100424
15059051,6.413938
6244773,4.081529
16508474,5.3960137
4054332,4.881195
1709089,6.6168914
16231631,4.6261473
9302921,5.398572
15486635,3.9215212
7228772,5.3626537
10804476,4.783223
12092403,4.89748
19815527,5.211684
19431197,4.3740416
15599248,3.991492
13589,4.1074576
2082694,5.4240894
14184061,6.3552666
10593704,4.7806854
5771211,4.3638363
14919110,4.0074415
17903300,4.9973316
7900575,5.213359
12536976,4.262116
7775431,4.105982
11852437,4.4610667
11261700,3.8853245
10960652,5.130686
13245721,4.467818
818518,5.0022354
393875,4.568502
13916100,3.9224505
14979266,5.551801
20860793,4.4722533
10596447,4.596089
7025189,4.801819
535641,5.0899487
5958680,4.279758
20282481,5.1972313
6074078,4.7994695
12138787,4.0991697
18441094,4.6623664
20326257,5.3137302
6931714,5.4498796
14872587,4.814417
9331413,4.0104337
149210,4.530524
12346559,4.9881096
16434642,4.888202
15758808,5.071194
6847411,4.760672
17882017,4.3052826
14950688,4.349027
12871016,5.1064377
9563487,4.7111197
5726250,4.6864643
14838379,5.42098
13800443,5.3869905
4358619,5.224968
1506773,5.4165044
2012494,5.5588026
18178150,4.0567636
195578,4.262597
5860276,5.9428525
6278392,4.2008715
9155475,4.251749
11443623,4.3843994
1346715,5.6595216
10087811,5.3653207
19550846,5.634479
12446548,4.8084536
11317188,4.014426
16425763,4.8297014
1067251,4.167888
4030842,4.2879677
9866779,4.9670625
7601632,5.2216463
20378843,4.535869
2958366,5.482387
3084267,5.099115
15532799,6.1980147
945426,5.3175383
15928157,4.352358
16396169,5.0287213
9189063,4.280151
14549868,4.7522197
13752871,4.6375856
7019788,4.3720236
17764691,3.951243
13598801,4.7713118
11205769,5.227417
15265988,5.24242
12422277,4.6517043
16266043,4.481036
15929281,4.191289
6225501,4.018873
7968806,5.7331905
934609,4.5387683
14839995,4.203233
13625891,4.826298
19982721,5.4735856
4744115,4.844304
8440699,4.3683567
9515597,4.9926076
13734035,4.883476
20026248,5.73359
346805,4.349185
17451486,5.0416346
20245126,5.876688
6704276,5.597661
1030265,4.5935397
13443722,3.8877094
11659296,5.7709284
5192414,4.1563845
3250685,4.047013
6071405,4.2080426
14054966,4.5954714
9032140,5.426872
924736,5.681367
5567278,4.5050035
13497881,4.8598723
6881600,4.5967107
15067484,5.4848976
18550947,4.7124763
7777537,4.987227
2211028,5.924102
15774003,5.120863
8807089,4.8622484
4387183,4.845828
20679744,4.6756554
13741654,4.9553137
20725595,5.5380545
8275455,4.8836923
12955454,4.9065404
19507918,4.3968825
15423732,5.7620683
7933896,4.122437
11421292,4.95315
17771656,5.8151627
15820365,4.691271
4400008,4.761985
17625226,4.758765
898068,4.803266
1273533,5.3510647
9513152,3.989934
7226513,5.361554
19909756,3.8193085
9845352,4.6675243
12311236,5.2038064
841234,4.791743
8688748,5.0057006
9509369,4.5895824
16702915,5.658725
6004200,5.1891003
11059197,5.499351
19654433,4.3023524
13377231,5.317317
12885888,5.9859276
14386978,4.8021684
13481935,5.0899425
5117701,4.878731
15596610,5.201248
3656971,5.36416
12497438,4.574735
14686119,4.520209
15043768,4.201974
10339057,4.5934253
6559730,3.928265
1212897,5.252255
14010951,5.2329197
9474607,4.908886
7671112,4.336428
9340975,6.1694474
18691200,5.181863
15481211,4.078299
3694498,5.1583934
17223670,5.215854
18616208,5.660591
4494338,5.2823224
13504999,5.173236
18461886,4.318324
10733503,4.8856144
5899598,5.241203
4490826,6.066435
3318593,5.748174
1039931,4.348722
13346110,4.2830734
95243,4.6728835
593991,4.954298
9676065,4.0250206
7196412,4.7484884
4567558,4.3510246
4142125,5.224237
1616540,5.20007
602888,5.3238125
15952947,4.9948487
13190103,4.778756
5297292,4.929661
3380344,4.361318
371767,4.393747
9363721,5.4176793
15649021,4.3397975
13452474,4.4016104
1246711,5.62466
8126890,4.4372973
20386464,4.172847
13360012,5.964747
11737510,4.898561
63003,4.246034
19113883,4.0633955
16040153,5.502929
20150874,4.451605
20139611,4.3716664
12956315,5.4023657
6185426,4.420755
15804493,4.2800717
3558850,5.7655907
19238409,4.161368
13591025,4.129007
19334066,4.773328
15377706,5.0977855
1426529,4.8740363
15663291,4.5299172
16214045,4.709061
15771398,4.67245
1665638,4.532687
1308927,5.506236
356370,3.9656842
725255,4.347696
14185372,4.585339
3886521,5.2662487
16689918,3.9750652
21151013,3.983305
16742323,4.433443
5526210,5.5598044
18706454,4.7918544
17961134,5.589563
16523033,5.1013684
12899127,4.825669
5194984,4.7053337
6684189,4.693461
15582339,5.8280363
14474140,4.537136
16256352,4.4952736
16220406,3.9494374
9449718,4.5199285
19915657,4.805416
9043726,4.725325
17895460,4.5919633
17682843,5.0129547
13914468,4.581768
15580808,4.9140143
6091808,3.8451514
18182282,4.153234
19473060,4.47832
18314141,4.313483
65408,4.24134
2808417,5.715085
18402568,4.659664
18428588,4.1228647
17903384,4.901565
12138634,4.46682
8202578,4.2964168
15071108,3.5496917
3794190,5.3479843
7514978,4.533517
17000016,4.581232
16426559,5.908748
18429433,4.181021
16067657,4.6858478
14653743,5.339137
18237513,5.2718368
14164359,4.018189
19777168,4.2299867
193853,4.087049
6025389,5.3425965
5969842,4.365676
9473837,5.4505596
14805196,3.851385
21091336,5.050892
14826630,6.013294
2441418,4.4436607
7361438,5.1025033
1090545,4.5754185
17796760,5.5691657
11927008,4.692928
1391215,4.9595246
17765242,5.28355
16543246,4.07151
11153954,4.7065043
20234853,5.4995303
9767864,4.8516674
11496612,4.5400233
2598026,4.6586895
9405466,4.253292
6395433,3.9640164
19946213,4.585588
12069600,4.8094053
17547338,3.9608297
11812196,3.3487
6384622,4.333133
16186033,3.9423265
10965768,3.802251
19120941,5.29699
15301587,4.6539197
14185264,5.700107
11881882,4.819613
17479949,5.0726366
17942767,4.074259
19360685,4.321686
17947340,4.0143094
16685411,4.5498834
1630572,4.9995966
22453,5.1024394
20558064,5.157866
1971540,5.5484605
20269435,4.486421
12762416,4.862858
16643990,4.3458757
15397120,4.7475615
16408202,5.7126436
19873282,5.673084
8409178,4.7566752
5710107,6.1947904
8902304,3.981702
4403159,4.4511003
7633507,5.3696136
1759389,5.3272557
8269421,4.1769996
12683014,4.892808
2137113,5.492433
14784440,4.896576
19946195,4.4276323
16396640,4.905979
13401235,4.3727946
12951444,4.196276
7146997,4.3797555
8865315,3.901294
11461920,5.2228856
5192165,4.7827206
1961361,5.1293626
2529318,4.1531816
17345671,4.2871656
2203450,4.8294487
16512828,5.1635795
1033754,4.642737
2266010,6.17968
13955165,5.045827
14981522,4.9008517
15980213,5.273689
18411446,5.693242
13076718,6.193714
17690331,5.010806
7265118,4.219008
17574138,5.476027
21055294,5.433893
39059,5.02205
3421168,5.387918
14538600,5.032604
12156007,4.8681884
5559015,3.8347256
8588621,4.2417507
8068609,5.4341626
5194724,4.711756
20197869,5.2053294
40138,4.3699074
18615898,4.151279
18077069,5.1762724
4455094,4.9579854
8772093,6.5528264
18340679,4.208131
19735537,5.0111322
7563445,4.390817
4363132,5.285822
6070550,3.8550866
7715747,4.3495994
9806843,5.7628927
9607093,4.9897337
18342603,4.511053
16780183,5.829465
21148259,5.1274533
7399972,4.566039
8201902,4.126521
9921802,4.978948
12737896,5.2281075
20788590,4.6103764
3758686,4.709118
1198536,4.930452
16415673,5.1587243
13168270,4.683557
17509140,4.706488
19361346,5.235651
18344553,4.4579034
11218995,4.469718
16416210,4.788672
7808601,4.7816343
14768793,4.5755463
3442098,4.733147
14884702,4.9370494
9387676,4.173308
7021851,4.8892736
7397916,4.3689294
4704514,5.035828
4278720,5.1026993
707443,4.7639003
15271428,4.6459813
4227479,5.103652
21188095,4.600181
16272848,4.548781
4068953,4.0156455
17909001,4.5778236
20269422,4.563351
20857329,4.7119937
13085694,5.159509
914325,4.9536963
20917894,5.8148775
20491184,4.779903
553872,4.178137
9110796,4.623049
13430730,4.838293
18360567,5.165314
19809264,4.6077127
17346379,3.7862813
14284554,3.8099856
1489175,5.234235
982395,5.0782466
16275525,5.423679
20872076,3.2637258
147474,4.0772996
12974200,4.7929173
4246324,5.867571
11950735,4.8689938
17904544,4.514991
1295083,4.8679495
17286950,4.204314
6199255,4.842521
5469403,4.7776165
14054177,4.733938
13674816,5.2055335
3534379,3.6795092
1868513,5.3816934
20750730,5.152334
21122043,4.38985
18155852,3.9045804
6973744,5.1277046
9332830,4.515982
16543492,4.687356
20481541,5.092829
16243222,4.5090733
13417302,6.5936856
15423388,4.5376115
17681652,4.832433
15989064,5.0949736
19737981,4.9088798
19227365,5.475582
1226596,4.442867
126443,5.1934333
6692642,4.6171913
1768298,4.0508466
14250826,5.2118564
3303004,5.325346
14761517,5.3164177
8052243,5.391496
21108505,5.626029
7395368,4.4357657
14151414,5.0837483
16067999,4.547539
12046665,4.309455
782126,5.1908317
4799785,4.450158
19071291,6.070268
16336709,4.3186364
1297940,5.556007
4935544,4.764744
2537740,4.19274
2518907,4.0931
16466720,4.1326833
1303261,4.6443367
12720048,4.134901
16739659,4.907979
7987167,4.697386
2557018,4.298503
4227273,4.3111663
18584815,5.0803075
21077407,5.010305
4342304,4.014663
19671104,4.8217993
16274148,5.357184
10074308,4.6294494
5296718,4.9109526
10502452,5.213114
17776058,4.4150624
15927523,4.509693
17532796,5.4100466
14783949,4.8458805
4574224,4.0559163
15149053,4.84357
6936417,4.294203
17542011,4.27916
4729888,5.018022
4016385,3.9162521
20599017,4.5420704
1641253,4.6871676
18527992,5.1465645
20433367,4.5770416
19338355,4.798788
13396831,4.351981
21009477,5.2812295
18888793,3.7296913
5557097,4.9453835
7367489,5.1341114
6713114,4.3491864
3485081,4.691018
7755144,4.5135093
13745923,5.13599
18238240,5.0820622
7937556,4.354094
7902219,4.4943438
13582811,4.4068265
8884275,6.4968543
17513655,6.686349
4029464,5.391929
4033728,4.536606
15964139,4.3541937
3758296,4.718278
19125378,4.437607
9078184,4.896106
17528120,3.9578295
4350464,4.238366
13434856,5.461654
3687771,5.295451
6730582,3.9935746
5132940,4.717213
3130957,4.152472
11461422,5.4888496
17922370,5.176208
9919959,4.9624662
3181346,6.007428
16553448,4.3073378
215560,4.249797
20285620,4.7963567
18357865,5.214834
14858885,4.112853
1300859,4.5779405
1221511,5.754957
9425902,4.5408463
19244084,5.2554574
13361661,5.285119
2640467,5.7008767
4469082,5.3328257
17095323,5.348226
7096220,4.756416
5536512,5.3972826
14249249,5.611412
12051116,4.1530657
19701644,3.8332548
11582842,4.9564676
11460993,5.137228
18971467,5.636128
4233561,4.680756
5279812,5.0885277
52517,4.6270814
47794,5.106095
13822228,4.360402
14497153,3.8872254
13884253,4.2683883
2019877,4.194793
12870891,4.4880395
4052930,4.555629
17679822,4.6105742
15499457,4.348739
19801154,5.2101326
15189425,5.1258645
13495619,4.5512257
34178,3.9375107
4998054,6.113162
18673412,3.8565066
15973942,4.6627455
18491910,4.5683904
13044664,4.0654483
16121077,4.6574802
20811403,5.8611875
16161991,4.4227724
4163211,4.7910213
2735657,6.306355
13061371,4.8773003
9489316,4.0967283
20788646,5.021716
20835690,5.6734953
18994326,5.814717
14693893,6.1627154
12591975,5.077712
5750317,4.3487954
7956484,4.415404
15132699,4.573421
13698359,4.034317
9747059,3.714733
5851481,4.5103583
4593316,4.6020303
9788672,4.2347574
17585689,5.0461154
6066713,5.8112335
16895588,4.28747
4469114,4.5628366
7514024,4.2275343
12890964,4.4010286
6238700,5.124465
20723274,4.370538
13912630,4.785989
14073177,4.164532
17989198,5.3031964
271128,5.484059
11623517,5.10144
8257637,4.202888
16788137,4.370743
8680648,3.860579
12643899,4.842172
17409479,3.872978
2560924,4.479498
18577648,4.4636035
15130681,4.8363624
7526715,4.5358353
3804690,5.1232886
13676547,4.4929724
13741819,5.9258294
9596212,6.043824
10122309,4.6734934
13538174,5.2602797
13885238,6.3358707
17892659,4.403363
62712,3.9481378
8534395,5.674541
3727560,4.5616164
14947497,5.383307
16970733,4.2221117
19029969,4.3361454
19134814,4.093536
17037199,5.1203938
11987072,4.9608283
18061566,4.910082
958288,4.0153546
3811926,4.887675
597668,4.4581833
5470363,4.506739
14484192,5.6911583
4573458,4.707938
1525137,4.744908
6247330,4.697729
16822398,5.94459
5619212,4.486918
66740,5.1180267
7308927,4.7641077
9231212,4.257064
5082818,4.237092
2074833,4.624552
13771172,4.5218673
10116081,4.180451
2144319,5.5382676
15715485,4.3416543
3999628,4.0896897
6572020,5.3876004
7361457,4.1724987
5193689,5.7043004
957002,5.312931
17444964,4.136134
20303867,5.3572116
7129972,4.5245643
17994055,3.9247944
17211583,4.4503922
15111292,5.197424
707658,5.0215793
6098975,4.7830997
5749181,4.0239096
292047,4.87188
1182372,4.4604006
18483473,5.3859186
4379307,4.7016916
19226915,4.4414964
5422197,6.1316323
19036532,5.545582
8323683,4.473267
17497608,4.3944783
12792631,5.4025574
14014127,4.236429
15462208,5.396087
3363364,5.158605
16357148,4.136713
20397022,5.0705786
20185106,5.0510645
15805916,4.691788
5196322,5.293107
17702222,5.0146112
20996070,6.6933155
1913884,5.853957
14812838,6.0515175
7647998,4.808795
18602201,4.1238914
18395931,5.021807
17371032,5.3692565
17860,5.797311
10684506,4.3729973
15734774,4.2271447
18004987,5.6560135
13514298,4.760103
16497096,4.6713905
17303477,4.7903905
16393298,4.333125
17821234,5.4101286
6103791,4.8956456
181522,4.945902
2495047,4.629316
13660815,4.3247757
5892733,5.3642187
16806095,4.6043477
6716872,4.333548
16273796,5.272892
10405694,4.3596454
9412913,4.4246626
4579780,6.0473156
11912865,5.302002
13915340,5.1944675
4956016,4.7999845
12535687,3.9400504
10299331,4.198348
4914460,3.8396246
14162034,5.2129364
1179080,5.103458
5040923,5.199859
18808916,5.5825367
20660511,4.556155
3208747,4.863175
5736925,3.5718915
10701027,4.2032347
20147537,5.4061904
8781629,4.4693875
497264,4.5530744
13764162,5.9331603
12473173,4.2301884
17683242,4.548598
10155003,5.399566
13450333,5.429865
13369452,4.639856
16164200,4.1701436
6326704,4.166312
20618037,5.294582
11102571,4.4848704
20299199,4.474368
18060096,4.098308
10655259,5.7956424
14485109,4.167258
13069989,4.9839716
4547353,4.302171
15772432,4.402038
12611182,6.025168
1569823,5.7267437
11494320,4.766757
389482,4.4875207
12197932,5.2373543
7860743,3.853615
20553807,4.571608
6520190,4.6871963
13882858,4.044479
2080709,3.3805573
15009875,5.025761
10167371,4.300915
17448533,4.936841
669842,4.704774
15249726,4.107994
11552845,4.9264507
5506438,4.70271
10312480,4.774958
236226,4.470227
542067,5.026136
4629981,4.573182
8669406,5.716758
16756337,4.319783
13031525,3.8687377
12093704,4.8217316
13396450,4.946157
12067200,4.139444
17777174,3.9884136
12130236,4.892307
10985734,5.2899
6384741,5.242656
3310126,5.738635
2872288,5.3887753
1909177,4.8359976
5856783,4.056758
13048027,4.056128
13395595,4.5237246
15325058,4.9447575
7914711,5.7745743
15078871,4.9811273
19311485,4.7561593
14572699,4.9187512
1909933,4.540423
19653917,4.2922244
956313,4.4343104
5946840,5.5114017
6865222,4.6142316
52549,4.765221
3380546,5.6273594
20255529,4.8246536
5683045,4.4084845
13959620,4.6496844
837045,5.0733294
14403547,4.1431546
8423666,5.056738
3800675,4.064889
1630073,4.561857
13082605,4.3440776
10703161,4.626746
8301552,5.1882176
4461909,4.070187
14759973,4.7821603
14220046,5.2561316
17751338,4.62066
4978972,4.3479457
2416016,4.8018575
18670410,6.152963
11619278,5.326354
16216301,5.166876
14589774,4.673837
5163125,4.9233127
580061,4.6084785
7659180,4.7182918
15910630,5.314377
17980815,4.749877
3199703,4.392663
17015819,4.1979084
10614949,5.0724154
130665,4.8631835
13138261,4.9447637
12230474,4.088878
7750435,3.9070628
8421771,5.036768
6165516,5.2126827
12965883,5.1939306
8139311,4.4911947
8298186,4.878616
9532435,5.5207663
16320197,4.2460833
16376837,4.876096
12053427,4.1440825
3457722,4.3655057
7900722,4.9731846
12681691,5.4294777
16601908,4.0223265
18802366,4.5806937
16141427,5.2645087
5659417,4.1675763
